batter,batting_team,bowling_team,venue,season,over_category,total_runs,balls_faced_x,runs_scored,balls_faced_y,strike_rate,venue_avg_runs
DPMD Jayawardene,Kings XI Punjab,Kolkata Knight Riders,Kingsmead,2009,Middle,3,5,806,719,112.10013908205842,13.4
DPMD Jayawardene,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",2007/08,Middle,10,6,806,719,112.10013908205842,15.125
DPMD Jayawardene,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",2009/10,Middle,16,15,806,719,112.10013908205842,15.125
DPMD Jayawardene,Kings XI Punjab,Kolkata Knight Riders,St George's Park,2009,Death,17,12,313,185,169.1891891891892,52.0
DPMD Jayawardene,Kings XI Punjab,Kolkata Knight Riders,St George's Park,2009,Middle,26,26,806,719,112.10013908205842,52.0
DPMD Jayawardene,Kings XI Punjab,Kolkata Knight Riders,St George's Park,2009,Powerplay,9,6,689,618,111.48867313915858,52.0
DPMD Jayawardene,Kings XI Punjab,Mumbai Indians,Brabourne Stadium,2009/10,Middle,16,13,806,719,112.10013908205842,20.0
DPMD Jayawardene,Kings XI Punjab,Mumbai Indians,Brabourne Stadium,2009/10,Powerplay,4,7,689,618,111.48867313915858,20.0
DPMD Jayawardene,Kings XI Punjab,Mumbai Indians,Kingsmead,2009,Middle,7,9,806,719,112.10013908205842,13.4
DPMD Jayawardene,Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",2007/08,Death,1,2,313,185,169.1891891891892,15.125
DPMD Jayawardene,Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",2007/08,Middle,11,5,806,719,112.10013908205842,15.125
DPMD Jayawardene,Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",2009/10,Powerplay,31,18,689,618,111.48867313915858,15.125
DPMD Jayawardene,Kings XI Punjab,Mumbai Indians,Wankhede Stadium,2007/08,Death,1,2,313,185,169.1891891891892,17.0
DPMD Jayawardene,Kings XI Punjab,Rajasthan Royals,Kingsmead,2009,Middle,6,4,806,719,112.10013908205842,13.4
DPMD Jayawardene,Kings XI Punjab,Rajasthan Royals,Kingsmead,2009,Powerplay,3,7,689,618,111.48867313915858,13.4
DPMD Jayawardene,Kings XI Punjab,Rajasthan Royals,Newlands,2009,Middle,4,6,806,719,112.10013908205842,6.5
DPMD Jayawardene,Kings XI Punjab,Rajasthan Royals,Newlands,2009,Powerplay,3,4,689,618,111.48867313915858,6.5
DPMD Jayawardene,Kings XI Punjab,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",2009/10,Death,14,11,313,185,169.1891891891892,15.125
DPMD Jayawardene,Kings XI Punjab,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",2009/10,Middle,9,11,806,719,112.10013908205842,15.125
DPMD Jayawardene,Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,2007/08,Middle,1,3,806,719,112.10013908205842,18.6
DPMD Jayawardene,Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,2007/08,Powerplay,1,2,689,618,111.48867313915858,18.6
DPMD Jayawardene,Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,2009/10,Middle,21,15,806,719,112.10013908205842,18.6
DPMD Jayawardene,Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,2009/10,Powerplay,23,20,689,618,111.48867313915858,18.6
DPMD Jayawardene,Kings XI Punjab,Royal Challengers Bangalore,Kingsmead,2009,Death,13,8,313,185,169.1891891891892,13.4
DPMD Jayawardene,Kings XI Punjab,Royal Challengers Bangalore,Kingsmead,2009,Middle,7,9,806,719,112.10013908205842,13.4
DPMD Jayawardene,Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007/08,Death,2,3,313,185,169.1891891891892,18.5
DPMD Jayawardene,Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007/08,Middle,15,20,806,719,112.10013908205842,18.5
DPMD Jayawardene,Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,2009/10,Death,25,14,313,185,169.1891891891892,18.5
DPMD Jayawardene,Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,2009/10,Middle,1,1,806,719,112.10013908205842,18.5
DPMD Jayawardene,Kochi Tuskers Kerala,Chennai Super Kings,Nehru Stadium,2011,Powerplay,16,11,689,618,111.48867313915858,22.2
DPMD Jayawardene,Kochi Tuskers Kerala,Deccan Chargers,Nehru Stadium,2011,Powerplay,4,8,689,618,111.48867313915858,22.2
DPMD Jayawardene,Kochi Tuskers Kerala,Delhi Daredevils,Feroz Shah Kotla,2011,Middle,7,11,806,719,112.10013908205842,22.88235294117647
DPMD Jayawardene,Kochi Tuskers Kerala,Delhi Daredevils,Nehru Stadium,2011,Middle,6,10,806,719,112.10013908205842,22.2
DPMD Jayawardene,Kochi Tuskers Kerala,Delhi Daredevils,Nehru Stadium,2011,Powerplay,12,18,689,618,111.48867313915858,22.2
DPMD Jayawardene,Kochi Tuskers Kerala,Kings XI Punjab,Holkar Cricket Stadium,2011,Death,16,12,313,185,169.1891891891892,41.0
DPMD Jayawardene,Kochi Tuskers Kerala,Kings XI Punjab,Holkar Cricket Stadium,2011,Middle,25,24,806,719,112.10013908205842,41.0
DPMD Jayawardene,Kochi Tuskers Kerala,Kings XI Punjab,Holkar Cricket Stadium,2011,Powerplay,35,20,689,618,111.48867313915858,41.0
DPMD Jayawardene,Kochi Tuskers Kerala,Kolkata Knight Riders,Eden Gardens,2011,Middle,1,4,806,719,112.10013908205842,53.0
DPMD Jayawardene,Kochi Tuskers Kerala,Kolkata Knight Riders,Eden Gardens,2011,Powerplay,24,24,689,618,111.48867313915858,53.0
DPMD Jayawardene,Kochi Tuskers Kerala,Kolkata Knight Riders,Nehru Stadium,2011,Death,18,10,313,185,169.1891891891892,22.2
DPMD Jayawardene,Kochi Tuskers Kerala,Kolkata Knight Riders,Nehru Stadium,2011,Middle,36,29,806,719,112.10013908205842,22.2
DPMD Jayawardene,Kochi Tuskers Kerala,Kolkata Knight Riders,Nehru Stadium,2011,Powerplay,1,4,689,618,111.48867313915858,22.2
DPMD Jayawardene,Kochi Tuskers Kerala,Mumbai Indians,Wankhede Stadium,2011,Middle,32,21,806,719,112.10013908205842,17.0
DPMD Jayawardene,Kochi Tuskers Kerala,Mumbai Indians,Wankhede Stadium,2011,Powerplay,24,17,689,618,111.48867313915858,17.0
DPMD Jayawardene,Kochi Tuskers Kerala,Pune Warriors,Dr DY Patil Sports Academy,2011,Powerplay,2,3,689,618,111.48867313915858,2.0
DPMD Jayawardene,Kochi Tuskers Kerala,Rajasthan Royals,Holkar Cricket Stadium,2011,Powerplay,6,3,689,618,111.48867313915858,41.0
DPMD Jayawardene,Kochi Tuskers Kerala,Rajasthan Royals,Sawai Mansingh Stadium,2011,Powerplay,13,14,689,618,111.48867313915858,18.6
DPMD Jayawardene,Kochi Tuskers Kerala,Royal Challengers Bangalore,M Chinnaswamy Stadium,2011,Middle,3,10,806,719,112.10013908205842,18.5
DPMD Jayawardene,Kochi Tuskers Kerala,Royal Challengers Bangalore,Nehru Stadium,2011,Middle,18,19,806,719,112.10013908205842,22.2
DR Martyn,Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2009/10,Death,4,3,4,3,133.33333333333331,19.0
DR Martyn,Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2009/10,Middle,13,19,13,19,68.42105263157895,19.0
DR Martyn,Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2009/10,Powerplay,2,4,2,4,50.0,19.0
DR Sams,Delhi Capitals,Mumbai Indians,Dubai International Cricket Stadium,2020/21,Middle,0,2,19,21,90.47619047619048,0.0
DR Sams,Mumbai Indians,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",2022,Death,5,3,24,20,120.0,3.0
DR Sams,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",2022,Powerplay,1,7,1,7,14.285714285714285,4.75
DR Sams,Mumbai Indians,Delhi Capitals,"Brabourne Stadium, Mumbai",2022,Death,7,3,24,20,120.0,3.5
DR Sams,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",2022,Death,0,1,24,20,120.0,4.75
DR Sams,Mumbai Indians,Gujarat Titans,"Brabourne Stadium, Mumbai",2022,Death,0,2,24,20,120.0,3.5
DR Sams,Mumbai Indians,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",2022,Middle,1,2,19,21,90.47619047619048,3.0
DR Sams,Mumbai Indians,Lucknow Super Giants,"Wankhede Stadium, Mumbai",2022,Death,3,8,24,20,120.0,4.75
DR Sams,Mumbai Indians,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",2022,Death,6,1,24,20,120.0,3.0
DR Sams,Mumbai Indians,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",2022,Middle,0,1,19,21,90.47619047619048,3.0
DR Sams,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",2022,Middle,15,12,19,21,90.47619047619048,4.75
DR Sams,Royal Challengers Bangalore,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2021,Death,3,2,24,20,120.0,3.0
DR Sams,Royal Challengers Bangalore,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",2021,Middle,3,4,19,21,90.47619047619048,3.0
DR Shorey,Chennai Super Kings,Mumbai Indians,MA Chidambaram Stadium,2019,Middle,5,11,13,20,65.0,5.0
DR Shorey,Chennai Super Kings,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2018,Middle,8,9,13,20,65.0,8.0
DR Smith,Chennai Super Kings,Delhi Daredevils,Feroz Shah Kotla,2014,Death,16,8,115,77,149.35064935064935,33.57142857142857
DR Smith,Chennai Super Kings,Delhi Daredevils,Feroz Shah Kotla,2014,Middle,38,24,905,598,151.33779264214047,33.57142857142857
DR Smith,Chennai Super Kings,Delhi Daredevils,Feroz Shah Kotla,2014,Powerplay,25,19,1365,1128,121.01063829787233,33.57142857142857
DR Smith,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015,Middle,2,4,905,598,151.33779264214047,18.5
DR Smith,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015,Powerplay,32,27,1365,1128,121.01063829787233,18.5
DR Smith,Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,2015,Middle,6,4,905,598,151.33779264214047,18.0
DR Smith,Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,2015,Powerplay,12,20,1365,1128,121.01063829787233,18.0
DR Smith,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014,Middle,9,9,905,598,151.33779264214047,47.5
DR Smith,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014,Powerplay,20,20,1365,1128,121.01063829787233,47.5
DR Smith,Chennai Super Kings,Kings XI Punjab,Barabati Stadium,2014,Powerplay,4,5,1365,1128,121.01063829787233,4.0
DR Smith,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",2015,Powerplay,26,13,1365,1128,121.01063829787233,18.5
DR Smith,Chennai Super Kings,Kings XI Punjab,Sheikh Zayed Stadium,2014,Death,0,3,115,77,149.35064935064935,47.5
DR Smith,Chennai Super Kings,Kings XI Punjab,Sheikh Zayed Stadium,2014,Middle,44,26,905,598,151.33779264214047,47.5
DR Smith,Chennai Super Kings,Kings XI Punjab,Sheikh Zayed Stadium,2014,Powerplay,22,17,1365,1128,121.01063829787233,47.5
DR Smith,Chennai Super Kings,Kings XI Punjab,Wankhede Stadium,2014,Powerplay,7,12,1365,1128,121.01063829787233,24.642857142857142
DR Smith,Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,2014,Powerplay,5,6,1365,1128,121.01063829787233,27.75
DR Smith,Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,2015,Powerplay,0,1,1365,1128,121.01063829787233,27.75
DR Smith,Chennai Super Kings,Kolkata Knight Riders,JSCA International Stadium Complex,2014,Powerplay,16,11,1365,1128,121.01063829787233,26.6
DR Smith,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",2015,Middle,3,3,905,598,151.33779264214047,18.5
DR Smith,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",2015,Powerplay,22,17,1365,1128,121.01063829787233,18.5
DR Smith,Chennai Super Kings,Mumbai Indians,Brabourne Stadium,2014,Powerplay,24,20,1365,1128,121.01063829787233,24.0
DR Smith,Chennai Super Kings,Mumbai Indians,Dubai International Cricket Stadium,2014,Powerplay,29,22,1365,1128,121.01063829787233,39.5
DR Smith,Chennai Super Kings,Mumbai Indians,Eden Gardens,2015,Middle,30,19,905,598,151.33779264214047,27.75
DR Smith,Chennai Super Kings,Mumbai Indians,Eden Gardens,2015,Powerplay,27,29,1365,1128,121.01063829787233,27.75
DR Smith,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",2015,Middle,10,8,905,598,151.33779264214047,18.5
DR Smith,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",2015,Powerplay,17,27,1365,1128,121.01063829787233,18.5
DR Smith,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2014,Middle,40,28,905,598,151.33779264214047,24.642857142857142
DR Smith,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2014,Powerplay,17,23,1365,1128,121.01063829787233,24.642857142857142
DR Smith,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,Middle,6,4,905,598,151.33779264214047,24.642857142857142
DR Smith,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,Powerplay,56,32,1365,1128,121.01063829787233,24.642857142857142
DR Smith,Chennai Super Kings,Rajasthan Royals,Dubai International Cricket Stadium,2014,Middle,6,2,905,598,151.33779264214047,39.5
DR Smith,Chennai Super Kings,Rajasthan Royals,Dubai International Cricket Stadium,2014,Powerplay,44,26,1365,1128,121.01063829787233,39.5
DR Smith,Chennai Super Kings,Rajasthan Royals,JSCA International Stadium Complex,2014,Middle,11,9,905,598,151.33779264214047,26.6
DR Smith,Chennai Super Kings,Rajasthan Royals,JSCA International Stadium Complex,2014,Powerplay,33,29,1365,1128,121.01063829787233,26.6
DR Smith,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",2015,Powerplay,6,10,1365,1128,121.01063829787233,18.5
DR Smith,Chennai Super Kings,Rajasthan Royals,"Sardar Patel Stadium, Motera",2015,Middle,18,8,905,598,151.33779264214047,40.0
DR Smith,Chennai Super Kings,Rajasthan Royals,"Sardar Patel Stadium, Motera",2015,Powerplay,22,21,1365,1128,121.01063829787233,40.0
DR Smith,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2014,Powerplay,9,15,1365,1128,121.01063829787233,26.6
DR Smith,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2015,Powerplay,17,12,1365,1128,121.01063829787233,26.6
DR Smith,Chennai Super Kings,Royal Challengers Bangalore,M Chinnaswamy Stadium,2014,Powerplay,34,17,1365,1128,121.01063829787233,32.833333333333336
DR Smith,Chennai Super Kings,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,Middle,22,10,905,598,151.33779264214047,32.833333333333336
DR Smith,Chennai Super Kings,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,Powerplay,17,19,1365,1128,121.01063829787233,32.833333333333336
DR Smith,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",2015,Powerplay,0,6,1365,1128,121.01063829787233,18.5
DR Smith,Chennai Super Kings,Sunrisers Hyderabad,JSCA International Stadium Complex,2014,Powerplay,47,28,1365,1128,121.01063829787233,26.6
DR Smith,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk",2015,Middle,8,4,905,598,151.33779264214047,18.5
DR Smith,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk",2015,Powerplay,19,23,1365,1128,121.01063829787233,18.5
DR Smith,Chennai Super Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2015,Powerplay,21,20,1365,1128,121.01063829787233,24.25
DR Smith,Chennai Super Kings,Sunrisers Hyderabad,Sharjah Cricket Stadium,2014,Middle,41,26,905,598,151.33779264214047,66.0
DR Smith,Chennai Super Kings,Sunrisers Hyderabad,Sharjah Cricket Stadium,2014,Powerplay,25,20,1365,1128,121.01063829787233,66.0
DR Smith,Deccan Chargers,Chennai Super Kings,Buffalo Park,2009,Middle,5,5,905,598,151.33779264214047,49.0
DR Smith,Deccan Chargers,Chennai Super Kings,Buffalo Park,2009,Powerplay,44,18,1365,1128,121.01063829787233,49.0
DR Smith,Deccan Chargers,Chennai Super Kings,Kingsmead,2009,Middle,12,5,905,598,151.33779264214047,16.0
DR Smith,Deccan Chargers,Chennai Super Kings,"Vidarbha Cricket Association Stadium, Jamtha",2009/10,Death,13,8,115,77,149.35064935064935,8.5
DR Smith,Deccan Chargers,Delhi Daredevils,Kingsmead,2009,Death,1,2,115,77,149.35064935064935,16.0
DR Smith,Deccan Chargers,Delhi Daredevils,SuperSport Park,2009,Death,3,4,115,77,149.35064935064935,32.0
DR Smith,Deccan Chargers,Delhi Daredevils,SuperSport Park,2009,Middle,45,25,905,598,151.33779264214047,32.0
DR Smith,Deccan Chargers,Mumbai Indians,Kingsmead,2009,Middle,31,22,905,598,151.33779264214047,16.0
DR Smith,Deccan Chargers,Mumbai Indians,Kingsmead,2009,Powerplay,4,1,1365,1128,121.01063829787233,16.0
DR Smith,Deccan Chargers,Mumbai Indians,SuperSport Park,2009,Middle,16,12,905,598,151.33779264214047,32.0
DR Smith,Deccan Chargers,Rajasthan Royals,De Beers Diamond Oval,2009,Death,27,12,115,77,149.35064935064935,47.0
DR Smith,Deccan Chargers,Rajasthan Royals,De Beers Diamond Oval,2009,Middle,20,20,905,598,151.33779264214047,47.0
DR Smith,Deccan Chargers,Rajasthan Royals,St George's Park,2009,Death,7,8,115,77,149.35064935064935,7.0
DR Smith,Deccan Chargers,Rajasthan Royals,"Vidarbha Cricket Association Stadium, Jamtha",2009/10,Middle,4,7,905,598,151.33779264214047,8.5
DR Smith,Deccan Chargers,Royal Challengers Bangalore,Dr DY Patil Sports Academy,2009/10,Middle,5,5,905,598,151.33779264214047,5.0
DR Smith,Deccan Chargers,Royal Challengers Bangalore,Dr DY Patil Sports Academy,2009/10,Powerplay,0,5,1365,1128,121.01063829787233,5.0
DR Smith,Gujarat Lions,Delhi Daredevils,Feroz Shah Kotla,2016,Middle,11,9,905,598,151.33779264214047,33.57142857142857
DR Smith,Gujarat Lions,Delhi Daredevils,Feroz Shah Kotla,2016,Powerplay,42,21,1365,1128,121.01063829787233,33.57142857142857
DR Smith,Gujarat Lions,Delhi Daredevils,Feroz Shah Kotla,2017,Powerplay,9,4,1365,1128,121.01063829787233,33.57142857142857
DR Smith,Gujarat Lions,Delhi Daredevils,Green Park,2017,Powerplay,8,8,1365,1128,121.01063829787233,24.75
DR Smith,Gujarat Lions,Delhi Daredevils,Saurashtra Cricket Association Stadium,2016,Powerplay,15,14,1365,1128,121.01063829787233,19.0
DR Smith,Gujarat Lions,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",2017,Middle,23,11,905,598,151.33779264214047,74.0
DR Smith,Gujarat Lions,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",2017,Powerplay,51,28,1365,1128,121.01063829787233,74.0
DR Smith,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2016,Powerplay,15,19,1365,1128,121.01063829787233,19.0
DR Smith,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2017,Middle,4,4,905,598,151.33779264214047,19.0
DR Smith,Gujarat Lions,Kolkata Knight Riders,Eden Gardens,2016,Powerplay,27,19,1365,1128,121.01063829787233,27.75
DR Smith,Gujarat Lions,Kolkata Knight Riders,Eden Gardens,2017,Middle,5,4,905,598,151.33779264214047,27.75
DR Smith,Gujarat Lions,Kolkata Knight Riders,Green Park,2016,Powerplay,0,1,1365,1128,121.01063829787233,24.75
DR Smith,Gujarat Lions,Mumbai Indians,Green Park,2016,Death,3,3,115,77,149.35064935064935,24.75
DR Smith,Gujarat Lions,Mumbai Indians,Green Park,2016,Middle,34,20,905,598,151.33779264214047,24.75
DR Smith,Gujarat Lions,Mumbai Indians,Wankhede Stadium,2017,Powerplay,0,3,1365,1128,121.01063829787233,24.642857142857142
DR Smith,Gujarat Lions,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,2017,Middle,0,1,905,598,151.33779264214047,31.5
DR Smith,Gujarat Lions,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,2017,Middle,6,5,905,598,151.33779264214047,19.0
DR Smith,Gujarat Lions,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,2017,Powerplay,41,26,1365,1128,121.01063829787233,19.0
DR Smith,Gujarat Lions,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,2016,Middle,18,13,905,598,151.33779264214047,31.5
DR Smith,Gujarat Lions,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,2016,Powerplay,45,26,1365,1128,121.01063829787233,31.5
DR Smith,Gujarat Lions,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,Death,6,2,115,77,149.35064935064935,32.833333333333336
DR Smith,Gujarat Lions,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,Middle,49,27,905,598,151.33779264214047,32.833333333333336
DR Smith,Gujarat Lions,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,Powerplay,25,18,1365,1128,121.01063829787233,32.833333333333336
DR Smith,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016,Powerplay,32,22,1365,1128,121.01063829787233,19.0
DR Smith,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2017,Powerplay,1,4,1365,1128,121.01063829787233,19.0
DR Smith,Gujarat Lions,Sunrisers Hyderabad,Feroz Shah Kotla,2016,Middle,1,3,905,598,151.33779264214047,33.57142857142857
DR Smith,Gujarat Lions,Sunrisers Hyderabad,Green Park,2017,Middle,27,12,905,598,151.33779264214047,24.75
DR Smith,Gujarat Lions,Sunrisers Hyderabad,Green Park,2017,Powerplay,27,21,1365,1128,121.01063829787233,24.75
DR Smith,Gujarat Lions,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2016,Powerplay,1,9,1365,1128,121.01063829787233,24.25
DR Smith,Gujarat Lions,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2017,Death,1,2,115,77,149.35064935064935,24.25
DR Smith,Gujarat Lions,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2017,Middle,36,25,905,598,151.33779264214047,24.25
DR Smith,Mumbai Indians,Chennai Super Kings,Eden Gardens,2013,Powerplay,4,4,1365,1128,121.01063829787233,27.75
